user_id,widgets,role,createdAt,updatedAt,planName,widgetsCount,planFinishedAt,planPurchaseDate,planIsActive,planIsTrial
5f885185b4be871ce53efdfa,"[{'$oid': '5fa5093b68e72c750c4612a8'}, {'$oid': '5fa512294f39b07746bf990b'}, {'$oid': '5fdb603f286ed53ee8c37b7b'}, {'$oid': '60b9c8ee4dafac2d272c905e'}, {'$oid': '60eef61a19e4c619c3a33a6d'}, {'$oid': '628344aea65e5663f903a820'}, {'$oid': '639201682ba49470e3534597'}, {'$oid': '672348eeeb335cacf000d00c'}, {'$oid': '67926ae924021f75b326c963'}, {'$oid': '67926b4424021f5bc426ccaa'}, {'$oid': '67b4ebdfc82d344fe99575d0'}, {'$oid': '67c81df1c82d34ef53035810'}, {'$oid': '67d934cb11e2d181c10f739e'}]",ADMIN,2020-10-15T13:41:25.000Z,2025-03-26T07:12:36.240Z,Extra - 1 год,15,2026-01-27T19:38:20.111Z,2025-01-27T19:38:20.112Z,True,False
5fad0ca5b1190852c783bc2d,[],USER,2020-11-12T10:21:25.000Z,2024-08-11T00:00:01.317Z,Expert - 1 год,10,2024-02-03T09:29:03.941Z,2023-02-03T09:29:03.943Z,False,False
5fb1840fa735a16e8e5286bb,[],USER,2020-11-15T19:39:59.000Z,2024-08-11T00:00:01.317Z,Start - 3 мес,1,2021-12-29T20:23:40.739Z,2021-09-16T15:38:14.446Z,False,
5fb2475ea735a16e8e5286be,[],USER,2020-11-16T09:33:18.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.788Z,False,
5fb68d38a735a16e8e5286c0,[],USER,2020-11-19T15:20:24.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.788Z,False,
5fbe669aa735a16e8e5286c2,[],USER,2020-11-25T14:13:46.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.788Z,False,
5fbe7beba735a16e8e5286c5,[],USER,2020-11-25T15:44:43.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.790Z,False,
5fc20f33e800110352140445,[],USER,2020-11-28T08:49:55.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.790Z,False,
5fc3453be800110352140447,[],USER,2020-11-29T06:52:43.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:04.037Z,False,
5fc8b4d8546eeb3425c25231,[],USER,2020-12-03T09:50:16.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.790Z,False,
5fc8d416546eeb3425c25232,[],USER,2020-12-03T12:03:34.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.790Z,False,
5fc9394e546eeb3425c25234,[],USER,2020-12-03T19:15:26.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.790Z,False,
5fca4e97546eeb3425c25236,[],USER,2020-12-04T14:58:31.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.790Z,False,
5fdbcb76286ed53ee8c37b7c,[],USER,2020-12-17T21:19:50.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.790Z,False,
5fdc8ad71a69e06829ed3a04,[],USER,2020-12-18T10:56:23.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.790Z,False,
5fe058b91a69e06829ed3a0a,[],USER,2020-12-21T08:11:37.000Z,2024-07-14T00:00:01.092Z,Технический,10,2025-07-18T17:31:46.660Z,2021-09-16T15:33:03.795Z,True,
5fe1defe1a69e06829ed3a0e,[],USER,2020-12-22T11:56:46.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.795Z,False,
5fe3287e1a69e06829ed3a11,[],USER,2020-12-23T11:22:38.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.795Z,False,
5fe3a81e1a69e06829ed3a13,[],USER,2020-12-23T20:27:10.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.795Z,False,
5fe4810a1a69e06829ed3a14,[],USER,2020-12-24T11:52:42.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.795Z,False,
5fe74f571a69e06829ed3a15,[],USER,2020-12-26T14:57:27.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.795Z,False,
5fea4efc1a69e06829ed3a17,[],USER,2020-12-28T21:32:44.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.795Z,False,
5ffad490dcb4200f71991dd8,[],USER,2021-01-10T10:18:56.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.795Z,False,
5ffb4532dcb4200f71991dda,[],USER,2021-01-10T18:19:30.000Z,2024-08-11T00:00:01.317Z,Start - 1 год,1,2022-09-24T10:10:05.916Z,2021-09-16T15:33:04.353Z,False,
5ffb5950dcb4200f71991ddc,[],USER,2021-01-10T19:45:20.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.795Z,False,
5ffd9f07dcb4200f71991dde,[],USER,2021-01-12T13:07:19.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.795Z,False,
60008077dcb4200f71991de0,[],USER,2021-01-14T17:33:43.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.795Z,False,
60068a0bdcb4200f71991de2,[],USER,2021-01-19T07:28:11.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.795Z,False,
600dc66ddcb4200f71991de5,[],USER,2021-01-24T19:11:41.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.795Z,False,
60127370dcb4200f71991de7,[],USER,2021-01-28T08:18:56.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.795Z,False,
60129128dcb4200f71991de9,[],USER,2021-01-28T10:25:44.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.795Z,False,
601696b8dcb4200f71991dec,[],USER,2021-01-31T11:38:32.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.795Z,False,
6018ecaadcb4200f71991dee,[],USER,2021-02-02T06:09:46.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.796Z,False,
60197e4adcb4200f71991def,[],USER,2021-02-02T16:31:06.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.796Z,False,
601d70d6dcb4200f71991df1,[],USER,2021-02-05T16:22:46.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.796Z,False,
601fc49bdcb4200f71991df2,[],USER,2021-02-07T10:44:43.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.796Z,False,
601fec9fdcb4200f71991df3,[],USER,2021-02-07T13:35:27.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.796Z,False,
602123e6dcb4200f71991df5,[],USER,2021-02-08T11:43:34.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.796Z,False,
6022a1d7dcb4200f71991df7,[],USER,2021-02-09T14:53:11.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.796Z,False,
6023da59dcb4200f71991dfa,[],USER,2021-02-10T13:06:33.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.796Z,False,
60248ee7dcb4200f71991dfd,[],USER,2021-02-11T01:56:55.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.796Z,False,
60265e1fdcb4200f71991dff,[],USER,2021-02-12T10:53:19.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.796Z,False,
602ce19edcb4200f71991e02,[],USER,2021-02-17T09:27:58.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.796Z,False,
602f3c6bdcb4200f71991e03,[],USER,2021-02-19T04:19:55.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.796Z,False,
6030ee64dcb4200f71991e04,"[{'$oid': '60702b53dcb4200f71991e35'}, {'$oid': '630484836c201ba2a5161cec'}, {'$oid': '6645f4ebec2877663a699b87'}]",USER,2021-02-20T11:11:32.000Z,2025-02-07T05:38:46.605Z,Medium - 3 мес,3,2025-03-28T05:30:34.642Z,2024-12-27T05:45:48.195Z,True,False
6032d078dcb4200f71991e06,[],USER,2021-02-21T21:28:24.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.796Z,False,
60348fffdcb4200f71991e08,[],USER,2021-02-23T05:17:51.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.797Z,False,
6038cc82dcb4200f71991e0a,[],USER,2021-02-26T10:25:06.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.797Z,False,
6039560edcb4200f71991e0c,[],USER,2021-02-26T20:11:58.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.797Z,False,
603b5776dcb4200f71991e0e,[],USER,2021-02-28T08:42:30.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.797Z,False,
603fa977dcb4200f71991e10,[],USER,2021-03-03T15:21:27.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.797Z,False,
6040dda1dcb4200f71991e11,[],USER,2021-03-04T13:16:17.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.797Z,False,
6048f993dcb4200f71991e13,[],USER,2021-03-10T16:53:39.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.797Z,False,
604cf531dcb4200f71991e14,[],USER,2021-03-13T17:24:01.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.797Z,False,
6051ed40dcb4200f71991e16,[],USER,2021-03-17T11:51:28.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.797Z,False,
60548946dcb4200f71991e18,[{'$oid': '60548a6ddcb4200f71991e19'}],USER,2021-03-19T11:21:42.000Z,2024-09-04T14:14:22.405Z,Start - 1 год,1,2025-07-12T08:19:24.759Z,2024-07-12T08:19:24.761Z,True,False
6054a2e4dcb4200f71991e1a,[],USER,2021-03-19T13:11:00.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.797Z,False,
6056013edcb4200f71991e1b,[],USER,2021-03-20T14:05:50.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.797Z,False,
6057213ddcb4200f71991e1c,[],USER,2021-03-21T10:34:37.000Z,2024-08-11T00:00:01.317Z,Start - 1 год,1,2022-09-26T22:06:30.768Z,2021-09-16T15:33:04.356Z,False,
605b0775dcb4200f71991e1e,[],USER,2021-03-24T09:33:41.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.797Z,False,
605d9ca6dcb4200f71991e20,[],USER,2021-03-26T08:34:46.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.798Z,False,
605e318edcb4200f71991e21,[],USER,2021-03-26T19:10:06.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.798Z,False,
605e7f11dcb4200f71991e23,[],USER,2021-03-27T00:40:49.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.798Z,False,
606182d6dcb4200f71991e24,[],USER,2021-03-29T07:33:42.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.798Z,False,
606431c7dcb4200f71991e26,[],USER,2021-03-31T08:24:39.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.798Z,False,
6064a447dcb4200f71991e28,[],USER,2021-03-31T16:33:11.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.798Z,False,
6066e6b2dcb4200f71991e2a,[],USER,2021-04-02T09:41:06.000Z,2024-08-11T00:00:01.317Z,Start - 3 мес,1,2022-08-28T17:59:58.916Z,2021-09-16T15:33:04.359Z,False,False
606cbaf1dcb4200f71991e2d,[],USER,2021-04-06T19:48:01.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.798Z,False,
606d96c9dcb4200f71991e2f,[],USER,2021-04-07T11:26:01.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.798Z,False,
606f05fcdcb4200f71991e30,[],USER,2021-04-08T13:32:44.000Z,2024-08-11T00:00:01.317Z,Бесплатный,1,2021-09-21T10:00:00.000Z,2021-09-16T15:33:03.798Z,False,
